id,text,sentiment_label,split,manual,expected,verdict,has_sinhala_script,latin_words,lexicon_hits,lexicon_hit_share
7039,මුලු රටක් වෙනුවෙන් තම ජිවිතය කැපකරන.එ විරොදාර කාන්තාවන්ට අපි හැමදාටම ගරු කරන්න ඔනේ නේද 💪,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7040,"පරණ සීන් එකක් ඔය, මුන්ගෙ අසහනේටත් එක්ක තලන්නෙ අර ගෑණු උදවියට, කිසිම විනයක් නෑ දරාගැනීම අනිවාර්ය දෙයක් ඒත් මේක අනුමත කරන්න බෑ...",negative,train,sinhala,sinhala,OK,True,0,0,0.0
7041,කවුරු පුරුදු කරත් ඔහොම තමා කෙල්ලො හින්දා තමා ඔහොම කොල්ලෙක් කරනාම් ඌ ඉදලා ඉවරයි කරන්න බැරිනම් යන්න ඕනෙ නෑනෙ,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7042,මේක බරපතල හිංසනයක්. මේ training එක කරවපු අයට හමුදාවෙන් විනය පරීක්ෂණ තිබ්බ මං දන්න විදියට.,negative,train,code-mixed,code-mixed,OK,True,1,0,0.0
7043,"අන්තිමයි, කාන්තාවන්ට දෙන පහර දීම, මේ වගේ අයට රණ විරුවන් කියන්නත් ලැජ්ජයි",negative,train,sinhala,sinhala,OK,True,0,0,0.0
7044,එහෙම කරන්නේ ඔන දේකට ඔට්ටු වෙන්න army gemma 🖤,positive,train,code-mixed,code-mixed,OK,True,2,0,0.0
7045,අම්ම නංගි අදුරන්නැති උන්. එච්චරයි කියන්න තියෙන්නෙ.,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7046,"This not call training, this is violation.🖕",negative,train,english,english,OK,False,7,0,0.0
7047,මගේ හීනේ බය නෑ පොඩ්ඩක්වත්... මගේ මවුබිම රකින්නට,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7048,mewa දකිද්දී army yawaida දෙමව්පියන් daruwo,negative,train,code-mixed,code-mixed,OK,True,4,1,0.25
7049,මේවා ෆ්බ් දැම්මේ මොන හේතුවටද වහාම මේවා ශ්රීලංකා හමුදාව ක්රියාත්මක විය යුතුයි,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7050,Fb දාපු ගොන් ගොබ්බයා කවුද,negative,test,code-mixed,code-mixed,OK,True,1,0,0.0
7051,Mu meharkek,negative,train,singlish,singlish,OK,False,2,1,0.5
7052,Apooo army epooo,negative,train,singlish,singlish,OK,False,3,1,0.333
7053,Monade une,neutral,train,singlish,singlish,OK,False,2,1,0.5
7054,Army karayo karana weda nisa mulu sanhathiyama epa wenawaaa,negative,train,singlish,singlish,OK,False,9,6,0.667
7055,Manasika pisso mewa dakinakota army ekt thiyena adreeth nethiii wenawa,negative,train,singlish,singlish,OK,False,10,4,0.4
7056,යකෝ මේ කට්ට කන්නෙ පුකේ අමාරුවට නෙමේ...රට වෙනුවෙන්...ආදරෙයි army🇱🇰,positive,val,code-mixed,code-mixed,OK,True,1,0,0.0
7057,Army eke un pukawal dakala nadda🤬,negative,val,singlish,singlish,OK,False,6,4,0.667
7058,Samaharak comment dala tiyana kalakanni diha dekkama sasara kalakirenawa.,negative,test,singlish,singlish,OK,False,9,3,0.333
7059,Me wage video ekak balannawath konda pana nettan nobala paduwe idapalla.,negative,val,singlish,singlish,OK,False,11,4,0.364
7060,Adareiiiiiiiiii,positive,train,singlish,english,SOFT,False,1,0,0.0
7061,Ane ammo ynna kiyala haduwe meka dkkta passe tirane wenas una 😣,negative,val,singlish,singlish,OK,False,11,7,0.636
7062,Dream ❤️❤️❤️❤️❤️❤️,positive,val,english,english,OK,False,1,0,0.0
7063,එහෙම හොද නැ,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7064,Heenayak thibbnum hitin ath ara gttha. Daduwam denna ona. Eth oy wge phath vidiht newe.,negative,train,singlish,singlish,OK,False,15,7,0.467
7065,Koo hamudapatita mewa pennathda dewiyanee,negative,train,singlish,singlish,OK,False,5,2,0.4
7066,Pissudha meyalata??,negative,train,singlish,english,SOFT,False,2,0,0.0
7067,LTTE හොඳයි වගේ,negative,train,code-mixed,code-mixed,OK,True,1,0,0.0
7068,Ammo me mona aparadaykda mage daruvath puhunuvata geya ahenam koi demapeya yavaida,negative,train,singlish,singlish,OK,False,12,4,0.333
7069,ඔය පරන එකක් වැරදි කරුවන්ට දඩුවම් ලැබිලත් ඉවරයි,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7070,hamathanakama thirisannu innawane.puhunu karana bawaknam penna.gdk dukai😔😔,negative,train,singlish,singlish,OK,False,9,3,0.333
7071,Me pakayala una hadapu un wagenne gahanne,negative,train,singlish,singlish,OK,False,7,4,0.571
7072,Aami ake pau pin kiyala deyk nehe hodat apith kala thiyenwa,neutral,train,singlish,singlish,OK,False,11,7,0.636
7073,මේ කාලකන්ණි කෝච්ල ගහන විදිය අන්තිම කැතයි තොපි නම් රණවිරැවන් නෙමෙයි,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7074,මුලින්ම උපදේශකයකු සතු ගුනාංග ඉගෙන ගත යුතුයි. මෙ දඩුවම් කරන විදිහ වැරදියි.,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7075,අම්මො ඒ කාලෙ කවදාකවත් අමතක වෙන්නෙ නෑ❤💙,positive,test,sinhala,sinhala,OK,True,0,0,0.0
7076,හැම තැනම ඉන්නො ඔය වගේ උන්,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7077,සොල්දාදුවන්ටත් අපහසයක් මුං වගේ උන්,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7078,මේකනම් මේ මිනිස්සු බය කරන්නයි මෙතන මුං ලොක්කො වගේ ඉන්නවයි කියල පෙන්වන්නයි මේ කරන්නෙ,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7079,2014 එකක් අද අප් වෙලා...දැන් විසුමක් වෙන්නැ මානුෂවාදීන්ගෙන්,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7080,Uthum Maw padaviya daranna inna soyuriyanta mehema wadadeema amanusikai.,negative,test,singlish,singlish,OK,False,9,3,0.333
7081,Training karawaddi nalawanne na 😹 katta kanna bainam army ekata yanna oni na ne,neutral,test,singlish,singlish,OK,False,13,7,0.538
7082,Respect,positive,train,english,english,OK,False,1,0,0.0
7083,comments වල කියන විදියට හුරතල් කරා නම් යුද්දම කොරයි.,negative,test,code-mixed,code-mixed,OK,True,1,0,0.0
7084,Ai mechchara wada denne,neutral,train,singlish,singlish,OK,False,4,4,1.0
7085,Meke godak aya hithanne army training denna ona hurathal kara kara kiyala.,neutral,train,singlish,singlish,OK,False,12,9,0.75
7086,Demaupiyan daruwan hamathe merunat yawavida army ekata mewa dakidde ammoo,negative,train,singlish,singlish,OK,False,10,2,0.2
7087,එහෙම අමානුෂිකව සැළකිම අනුමත කල නොහැකියි,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7088,මෙහෙමත් ගහනවද යකෝ 😳😳,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7089,Hodata karana kenatath gahanne. Mu pissek ni,negative,val,singlish,singlish,OK,False,7,4,0.571
7090,මෙහෙම ගහන්න කොහොමද,negative,val,sinhala,sinhala,OK,True,0,0,0.0
7091,ඔහොම gahannna නීතියක් thiyanawa da danna trening waladi,negative,train,code-mixed,code-mixed,OK,True,6,3,0.5
7092,This is not kinda Army training.those fucking male officers putting women soldiers in fucking shit.so sad.government must be checked the mental situation of these Army idiots.,negative,train,english,english,OK,False,29,0,0.0
7093,indian army very supid training,negative,train,english,english,OK,False,5,0,0.0
7094,this is verybad woman should not suffer,negative,train,english,english,OK,False,7,0,0.0
7095,Too hard,negative,train,english,english,OK,False,2,0,0.0
7096,This is illegal. It should not be posted military training in the social media,negative,train,english,english,OK,False,14,0,0.0
7097,ammo mata nam balanna ba,negative,train,singlish,singlish,OK,False,5,5,1.0
7098,"මුන්ගෙ ගෙදර ගැනුන්ගෙ ප්රස්න මුන් මේ අහින්සක කෙල්ලන්ගෙ පිටින් යවනවා, අසහන කාරයො...",negative,train,sinhala,sinhala,OK,True,0,0,0.0
7099,Ehema thamai amii apitath ohoma kalayak thibunaa nohekhkak nometha,neutral,train,singlish,singlish,OK,False,9,5,0.556
7100,Me training ekak nemeyi.eth me wade karapu ayage wada thahanm kara.,negative,train,singlish,singlish,OK,False,12,6,0.5
7101,Sakkily trining,negative,train,singlish,english,SOFT,False,2,0,0.0
7102,Ponna pakai. Mawada yako training,negative,train,singlish,singlish,OK,False,5,2,0.4
7103,Mun wa ganna un ta budu saranai,negative,train,singlish,singlish,OK,False,7,7,1.0
7104,දුගී ක...ම මොනවා කරන්න da ගෙවල් wala සැප වින්දා රට ජාතීන්ට නය ගෙවා ජීවිතය සකසා ගන්න වෙර darimak,neutral,val,code-mixed,code-mixed,OK,True,3,2,0.667
7105,Mun mewa fb danawada wall ballo,negative,train,singlish,singlish,OK,False,6,4,0.667
7106,This is torture.,negative,train,english,english,OK,False,3,0,0.0
7107,Ohoma wada denna hoda ne,negative,train,singlish,singlish,OK,False,5,5,1.0
7108,Oh god... Mokakda ane me training eka. Mechchara gahanna tharam mokakda eyala karana varadda.,negative,train,singlish,singlish,OK,False,14,8,0.571
7109,ලාවුලු ඒ වගේ.. හිතටත් සනීප කතාවක් 💚,positive,test,sinhala,sinhala,OK,True,0,0,0.0
7110,"ඒ ළමයා කැමති ටයිප් කතා අහලා තියෙන්නේ, ඉතින් ඒකට ගැලපෙනවා කියලා හිතන අපි කියවන කියවලා තියෙන කතා cmnt කලා නම් හරිනේ.. ඒ ලමයාගේ ජාතකේ ගැනම හොයන්නැතුව. අනේ මංදා. මොනාහරි හේතුවක් හදන් රන්ඩු වෙන්නමයි එන්නේ.",negative,test,code-mixed,code-mixed,OK,True,1,0,0.0
7111,මට නම් මේ post එකේ කිසිම අවුලක් පේන්නේ නෑ. එයා කැමති type එවා අහලා තියෙන්නේ. ඒ type එකේ කතා දන්නවා නම් mention කරන්න. දන්නෙ නැත්නම් post එක ignore කරන්න. Simple.,neutral,test,code-mixed,code-mixed,OK,True,7,0,0.0
7112,"මටනම් මේ පෝස්ට් එකේ කිසිම වරදක් පේන්නෙත් නෑ. ඒ ළමයා අහලා තියෙන්නෙ එයා කියවන්න කැමති කතා ගැන. රැල්ලට යන්නෙ නැති quality කතා කියවන්න හැමෝම කැමතියි. අනික එයා කිසිම කතාවක්වත්, ඕතර් කෙනෙක්වත් මෙන්ශන් කරලා එයාලව පහත් කරලා නෑ. එහෙම කතා දන්නෙ නැත්නම් පෝස්ට් දැක්කෙ නෑ වගේ යන්න. දන්න අය ඒ වගේ කතා ගැන කියයි. අදාල නැති දේවල් අල්ලගෙන මිනිස්සු එක්ක රණ්ඩුවෙන්න එපා",positive,train,code-mixed,code-mixed,OK,True,1,0,0.0
7113,ඔයා english කියවනවද? එහෙනම් මට suggest කරන්න පුලුවන්,neutral,val,code-mixed,code-mixed,OK,True,2,0,0.0
7114,මෙ හිත රිදෙන බබාල මේ වගෙ පොස්ට් බලන්නෙ නැතිව ඉන්න.උබල කියන විදියය මිනිස්සු පෝස්ට් දාන්නෙ නැහැ.උබලට ඕන ඒව මිනිස්සු කියන්නෙත්නෑ..ඒක තමයි මහ පොලොවෙ යතාර්තෙ.ඉන්න බැරි නම් පලයව්.,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7115,Cecropis බලන්න. තව ඔහු සහ මම. ඔය ටිකට මම කැමතියි. ඔයාගෙ පෝස්ට් එක වැරැද්දක් නැහැ ඉතින්. මම කතාවක් හොයලා පෝස්ට් එකක් දාද්දි අනිවාර්යෙන් දානවා කොච්චර ලස්සන වුනත් ෆෑන්ෆික් එපා කියලා. ඒ ඉතින් පුද්ගලික කැමති අකමැතිනේ. තව කතා ඇති දැනට මතක් වෙන්නෙ මෙච්චරයි.,positive,train,code-mixed,code-mixed,OK,True,1,0,0.0
7116,ඔයා හොයන genre එකේද දන්නෙ නැහැ ඒත් හරිම ලස්සන භාෂා ශෛලයකින් ලියනවා මේ ඕතර්. එයාගෙ ඔය අපි ඉස්සර කියවපු පරිවර්තන කතාවල ශෛලය තියනවා.,positive,val,code-mixed,code-mixed,OK,True,1,0,0.0
7117,ලාවුලු ඔයා අනවරාග්ර කියවනවනං එයාගෙ අනිත් පොත් දෙකත් කියවන්න අභිමෙවන් පුරහද කලුවර හුලු අත්ත පොතත් ඔයාට ගැලපේවි ගොඩක් දුරට ❤️🩹,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7118,oya straight kiyawanava da,neutral,train,singlish,singlish,OK,False,4,2,0.5
7119,බිංදුවෙන්... මාරම ලස්සන කතාවක්🥺🤍,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7120,රණ්ඩු වෙන්න එපා ❤️,positive,test,sinhala,sinhala,OK,True,0,0,0.0
7121,විෂමාත්රා. අප හමුනොවුනාම්. The Colombo Code. මේ ongoing කතා තුන try කරලා බලන්න. අවසන් සඳ. Unwritten. අංජනයියගේ කතා ටිකත් try කරලා බලන්න. අප හමුනොවුනාම් එයාගෙ ongoing කතාවක්.,positive,train,code-mixed,code-mixed,OK,True,8,0,0.0
7122,ඇයි මේ සමහරක් අය පෝස්ට් දාද්දි තව පොතක් පහත් කරලා පොත් ගැන දාන්න පුරුදු වෙලා ඉන්නේ? 🥲,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7123,ඔයා කියන්නේ මෙහෙම ලියලා තියෙන එව්වාද?,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7124,ෆියෝනගෙ අනික් පොත් ටිකත් ඔය කියන ටයිප්. ගුම්බෝ බැම්බිගෙ සංධ්වනි බලන්න. එයාගෙ ලාවුලුත් ඒ වගේලු. ඒත් මන් කියවලා නෑ. I have high hopes,positive,train,code-mixed,code-mixed,OK,True,3,0,0.0
7125,කතා කරන භාෂාවෙන් ලියලා නෑ..හැබැයි ඔන්ගොයින් 🫡,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7126,Forbidden set wei,neutral,train,singlish,singlish,OK,False,3,1,0.333
7127,මට පොල් මුඩ්ඩක් දිලා අම්මා කිව්වා වලන් ටික අතුලන්න කියලා,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7128,මම කරන්නෙ සියඹලා හා දෙහි හරි නාරං ඉස්ම සමග මදිනවා.හොදටම දිලිසෙනවා.,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7129,Number danako email [ ](mailto: ),neutral,train,singlish,english,SOFT,False,4,0,0.0
7130,Oyage number danako email [ ](mailto: ),neutral,train,singlish,singlish,OK,False,5,1,0.2
7131,Good morning ❤️Oyath gawada munath raththaran wage,positive,train,singlish,english,SOFT,False,7,1,0.143
7132,Amaa - අමා ThnQ So...Much සුදූ 😘,positive,train,code-mixed,code-mixed,OK,True,4,0,0.0
7133,Thanks for your idea❤️,positive,train,english,english,OK,False,4,0,0.0
7134,Machanla kawuda me amaa kiyanne.,neutral,train,singlish,singlish,OK,False,5,1,0.2
7135,Yes true... do and see,positive,train,english,english,OK,False,5,0,0.0
7136,Aththa Ape Amma dunne Siyabala gadol kuduwelin madimma dunne paha thaba kale koraha nebiliya thsba badu tika manfagannawa lassani Raththaran patai ❤️👍,positive,train,singlish,singlish,OK,False,21,8,0.381
7137,අනේ මමත් කෙමිකල් පොලිෂ් වලින් මැද්දා කිසිම වැඩක් වුනේ නැ.,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7138,Ane...will do❤️,positive,test,singlish,singlish,OK,False,3,1,0.333
7139,Thanks nangi,positive,train,singlish,english,SOFT,False,2,0,0.0
7140,Api piththala medde bilin gedi alui dala mama podikale medala thiyenawa,neutral,train,singlish,singlish,OK,False,11,4,0.364
7141,Suwar.ne,neutral,test,singlish,singlish,OK,False,2,1,0.5
7142,Oyage pahana lassanai,positive,test,singlish,singlish,OK,False,3,2,0.667
7143,Nice information 👍,positive,train,english,english,OK,False,2,0,0.0
7144,වටිනාකමක් ඇති දෙයක්,positive,val,sinhala,sinhala,OK,True,0,0,0.0
7145,Good morning,neutral,train,english,english,OK,False,2,0,0.0
7146,ලෙමන් බෑයයි අලු චුටිිටයි දිස්නගහන්න මදින්න හැකි.,neutral,test,sinhala,sinhala,OK,True,0,0,0.0
7147,ලස්සන යි බබා 0742297581,positive,test,sinhala,sinhala,OK,True,0,0,0.0
7148,Ow!මතක් කලාට ඉස්තුතියි.,positive,train,code-mixed,code-mixed,OK,True,1,1,1.0
7149,ස්තුතියි,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7150,මමමැදපාදන්නදසුදු❤️❤️❤️🔥🔥,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7151,විණ කිරිත් lunuthhari,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
7152,අමු සියබලා ද. ඉදුණු සියබලා ද,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7153,Oyawageda,positive,train,singlish,english,SOFT,False,1,0,0.0
7154,ගොඩාක් ස්තුති.,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7155,ඔයා නම් හරිම වටිනා අදහස් දෙන්නේ,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7156,හාඉ,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7157,Thank you ❤️❤️,positive,train,english,english,OK,False,2,0,0.0
7158,Yes it is effective. I knew that! Thanks!,positive,train,english,english,OK,False,7,0,0.0
7159,ලුණුදෙහි ටිකක් දමන්න,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7160,සම්මාසම්බුදු සරනයි,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7161,Thank you,positive,val,english,english,OK,False,2,0,0.0
7162,"Very very nice, thanks for sharing! 👍",positive,train,english,english,OK,False,6,0,0.0
7163,වටිනාම ආර්ථිකයට සහායක්. සියඹලා නැති අවස්ථාවල්වල විකල්ප ලෙස යෙදිය හැකි දේවල් පිළිබඳවත් දැනුවත් කරන්න,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7164,ඔව් ඔය ක්රමය ගොඩක් සාර්ථකයි..❤️,positive,val,sinhala,sinhala,OK,True,0,0,0.0
7165,අපේ ගෙදර ඉස්සර මදින්නේ ගඩොල් කුඩු කරලා දෙහි එක්ක කලවම් කරලා,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7166,Good news,positive,test,english,english,OK,False,2,0,0.0
7167,Ane oyanam Maru Theruwan saranai!!,positive,test,singlish,singlish,OK,False,5,4,0.8
7168,Oyat.siyabala.wagei❤️❤️❤️❤️,positive,train,singlish,english,SOFT,False,3,0,0.0
7169,Amaa Nangiya.oya denavada mama pittala badu suddakrnava. Dehi.Lunui.vinakiri. Valin tamai pittala badu Madinne ita passe Auwetiyannaona. Rattaranpata wenava.,neutral,train,singlish,singlish,OK,False,21,7,0.333
7170,Api dannava,neutral,val,singlish,singlish,OK,False,2,1,0.5
7171,අද තමා දන්නේ ස්තුතියි,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7172,"පහනට, යකා එයිද දන්නෑ.",neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7173,Can use lime juice also,neutral,train,english,english,OK,False,5,0,0.0
7174,ස්තුතියි අද තමා දැනග්තෙ,positive,test,sinhala,sinhala,OK,True,0,0,0.0
7175,අමුසියබලාද,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7176,අමු සියඹලා ද ඉදිච්ච ඒවද,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7177,දන්නවා,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7178,We used Brick dust (rathu gadol kudu) & Bilin mix to polish these things!,neutral,train,singlish,singlish,OK,False,13,2,0.154
7179,අපි දාන්නෙ ඇඹුල් දින්නා කියන කොළ ජාති,neutral,val,sinhala,sinhala,OK,True,0,0,0.0
7180,අනේ..ඔයානම්..ගොඩාක්.පිං,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7181,උයන්ට ගන්නා සියඹලා පැකට් වල ඇති ඒවා හොඳයි නේදැ?,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7182,ඉතාමත්ම වැදගත් දේවල් දැනුවත් කරනවාට බොහොම ස්තුතියි. හැමදාම අලුත් දැනුවත් කරන්නේ.,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7183,ඇලුමීනියම් මදිනනෙ මොනවගෙන්ද කියන්න..,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7184,අනේදුව ඔයා සුරංගනාවියක් වගේ ලස්සනයි,positive,val,sinhala,sinhala,OK,True,0,0,0.0
7185,Ape gedarath tiyenava genath dennada suddakarala denavada.,neutral,train,singlish,singlish,OK,False,7,4,0.571
7186,Hora degree dala enawa. Awith wachanayak katha karaganna ba. Thahanam nokaloth tamai pudume.,negative,train,singlish,singlish,OK,False,13,8,0.615
7187,දැන් තහනම් වගේ තමා. N2 දාගෙන හොර ඩිග්රි හදාගෙන ඇවිත් IT දන්නෙ නැතුව හිම්ගා කන්න වෙන්නේ.,negative,train,code-mixed,code-mixed,OK,True,1,0,0.0
7188,ethatama eka niyama deyak,positive,val,singlish,singlish,OK,False,4,3,0.75
7189,mewa karanna thibbe sahenna kalin habai. 🤓,neutral,val,singlish,singlish,OK,False,6,5,0.833
7190,"IT ඉංජිනේරුවන්, යන්ත්ර ක්රියාකරුවන්, ඉදිකිරීම් ඉංජිනේරුවන් යනාදිය N2 රීතියට යටත් නොවේ.",neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
7191,දැන් ඉතින් නඩුත් නඩුත් කන ගමන් වීසා එක දාලම දෙන්නම් කිව්ව එකාලට ඒක දිහා බලන් හිටපු හිච්චි මෝඩ රැලට දැන් වත් මොලගෙඩි පෑදෙයි අපි ඉතින් ජපානෙ තානාපති කාර්යාලයෙන් බස්සන්නම් ඕන ඔව්ව හැදෙන්න 🤭,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7192,නාහෙන් අඩන්නෙ නැතිව ඉදපන්.මනුස්සයෙක් එන්නෙ ගොඩ යන්න.මම් දැක්කා උඹට නම් කුරිරු සතුටක් තියෙනවා කියලා කමෙන්ට් කරලත් තියෙනවා.හැම අවුරුද්දේම අප්රේල් මාසෙ ජපානෙ නීතී අලුත් වෙනවා. මේකත් 2028 අප්රේල් ඉදන් තමයි ක්රියාත්මක වෙන්නෙ.නාහෙන් අඩන එක නවත්ත ගනින්,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7193,ෙහාදයි කියන උනුයි නරකයි කියන උනුයි හැම රටකින්ම අැවිල්ල ඉන්න උන්ටයි දුප්පත් පොහොසත් හැම එකාටම තමයි මේ කෙලින්න හදන්නෙ භාෂාව තියන හො නැති PR හො වෙනත් ඔනිම විසා කාන්ඩයකින් ඉන්න විදේශිය හැමොටම එක මිටට තියලා අරි...න හදන්නෙ තව කාලයකින් ඩිපෙන්ඩ් විසා එකකට සහ දරුවන් බිහි කිරිම ඔවුන්ට ලැබෙන වරප්රසදා කපා හැරිමට සැරසෙන්නෙ.කොටින්ම ගෙවන්න තියන දේ ගෙවලා එපා කරවලා යවන තැනට වැඩ සිද්ද වෙන්නෙ..N2 හරි N1 තිබුනත් ජපන්නු තරම් නරක වැඩ කරන්නෙ නැ විදේශිකයො මුන් අැමරිකාව අනුගමනය කරන ගමන් ජපන් සංස්කෘතියක් ගැන කතා කරනවා සංස්කෘතය බේරගන්න ඔනි විදේශීකයන්ගෙන් නො ජපන්නුගෙන්ම කියලා තේරයි කල් යයි..,negative,train,code-mixed,code-mixed,OK,True,1,0,0.0
7194,යන්න ඉන්න අයටද 🥲,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7195,අම්මෝ අපේ උන්ගෙ සතුට,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7196,ඒ් එක්කම මේ වීසා ඒක දෙන්නේ ඇත්තම සුදුසකම් තියෙන ඉංජිනියර්ස්ලට විතරක් කලොත් ඒකෙක්වත් හොයාගන්න වෙන්නෙ නෑ. 😃,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7197,ඒකනම් ඇත්ත.,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7198,Manga Jay mcn enginer vsa.eka enginersla.dena.ekk.newe..ubanm melo.hasrk.ndnna.pnnyek,negative,train,singlish,singlish,OK,False,15,5,0.333
7199,"මන්ද මානසික පිස්සෙ, මුගෙ තාත්තත් මේවගෙ එකෙක්ලු, ගමේ මිනිස්සුන්ගෙ රෙද්දවල් හොයන, අනුන්ගෙ හු# හොයන්නැතුව ඉදපන් බන්",negative,train,sinhala,sinhala,OK,True,0,0,0.0
7200,එතකොට තමන්ට ගෑනියෙක් ඉන්නවා කියලා දැන දැනත් වෙන ගෑනු එක්ක හුරතල් වෙන්න යන උන්ට මොකක්ද කියන්න තියෙන්නේ මේවාට හිනාවෙලාත් බැ හිනා නොවිත් බැ 🤧🫰,negative,val,sinhala,sinhala,OK,True,0,0,0.0
7201,❤️❤️ True... Mens look attractive women more... but need decent connection.,neutral,val,english,english,OK,False,10,0,0.0
7202,වාහනේ යන වෙලාවට ඉබේටම බැලෙන වෙලාවලුත් තියෙනවා.. හිතලා බලන වෙලාවලුත් තියෙනවා.. වයිෆ්ට කියලාම බලන වෙලාවලුත් තියෙනවා 'ළමයෝ.. බලන්නකෝ මේ ගෑණු ළමයගේ ලස්සන'. හිතට ගතට හරියටම ෆිට් කෙනා ලැබුනාම දකින හැමෝම ළඟ හිත නවතින්නේ නෑ.,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7203,පිරිමින්ගේ හිත් වල ඉරිසියාව නෑ. ලස්සන දේවල් අගයකරනවා..,positive,train,sinhala,sinhala,OK,True,0,0,0.0
7204,Piyumi Weerasinghe annekay 😑,neutral,train,singlish,english,SOFT,False,3,0,0.0
7205,Sheshan Gamage තේරුනාද සුදූ ☺,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
7206,Oya monawa kiwwath ganunta owa therun karanna ba neda,negative,train,singlish,singlish,OK,False,9,7,0.778
7207,Thant’s not true… Not every one,negative,train,english,english,OK,False,6,0,0.0
7208,එහෙම නමි ඒ වාගෙම ගෑණති පිට පිරිමි දිහා බළන්නෙ.ඒක හොඳද හරිද,negative,train,sinhala,sinhala,OK,True,0,0,0.0
7209,Nandun Kanishka save karala thiya ganno kawada hari on wewi,neutral,train,singlish,singlish,OK,False,10,4,0.4
7210,කාලක්නි පිරිමි සක්කිලි නොදකින්,negative,test,sinhala,sinhala,OK,True,0,0,0.0
7211,Dress respectfully plss,negative,train,english,english,OK,False,3,0,0.0
7212,Manoj Iruviman De Silva Nimesh Chamika ekane kiyanne weraddak na ape 🤔,neutral,train,singlish,singlish,OK,False,11,4,0.364
7213,තමන්ගෙ සාකාරියවත් ලස්සනට පෙනුමකට ඉට්ය නිසානෙ තමන්ගෙ කරගන්නෙ. ඊට පස්සේ තවත් අයගෙ ලස්සන බලන ඒක වැරදියි,negative,val,sinhala,sinhala,OK,True,0,0,0.0
7214,Balana vidiha nemei aula hitanavidiha,neutral,train,singlish,singlish,OK,False,5,3,0.6
7215,දැන් ඉතින් ඔය කතාව අහනකොටත් හිත වෙනස් වුනානේ,neutral,train,sinhala,sinhala,OK,True,0,0,0.0
7216,එක හරි අපිට එහෙම බැලුවද කියලත් අමතකයි. එ උනාට එක wifa දැක්කොත් මාස ගානක් මතකයි අපි බැලුව කියලා,neutral,val,sinhala,code-mixed,SOFT,True,1,0,0.0
7217,දැනුත් බැලෙනවා යමක්,neutral,test,sinhala,sinhala,OK,True,0,0,0.0
7218,"ඔහොම කියන්න එපා, අපිට බනින්නවත් විදියක් නැ ඔව්ව දැක්කොත්",neutral,train,sinhala,sinhala,OK,True,0,0,0.0
