3250,vikurthi asawal ekka ipadena eka samanya deyak newi ape ratata gelapen ne,negative,youtube,AO4xSjleAOM,,,
3251,දැක්ක ලස්සන බුද්ධිමත් කෙනෙක් දෙන්නට බුදු saranai,positive,youtube,AO4xSjleAOM,,,
3252,loke thiyena භයානක විවාහ වලින් ekak,negative,youtube,AO4xSjleAOM,,,
3253,පිටරටක ඉන්න මම අවුරුදු 15 වැඩකලේ මෙයාල වගේ cupel එකක් ලග හරිම sweet,positive,youtube,AO4xSjleAOM,,,
3254,oka මානසික ලෙඩක් oya dennawa පුනරුත්ථාපන karanna,negative,youtube,AO4xSjleAOM,,,
3255,me wena dewal widihata oka achchara aulak naha charithe rakagena inno nm hodai,neutral,youtube,AO4xSjleAOM,,,
3256,මේ boys love ගැන හොඳ අදහස් තියෙනවා මම gay කෙනෙක් නෙමෙ ඒ උනාට මම මේ ආදරේට ගොඩක් ගරු කරනවා,positive,youtube,AO4xSjleAOM,,,
3257,mama mokuth kiyannema naha mai,neutral,youtube,AO4xSjleAOM,,,
3258,mata tiyana prasne ubalatath tiyada me dennagen yata enna kena kauda bn,neutral,youtube,AO4xSjleAOM,,,
3259,me dennata ona deyak karaganna eka wenama wada konara umbata ona views wadi karaganna,negative,youtube,AO4xSjleAOM,,,
3260,එයාල කැමති නම් වෙන උන් ට අවුලක් නෑ මෙවැනි relationships විශේෂ දෙයක් නෙමෙයි,positive,youtube,AO4xSjleAOM,,,
3261,me wadasatahana meheyawana kena thamai ikmanata apagatha wenne,negative,youtube,AO4xSjleAOM,,,
3262,budunwahanse meyata kiwwe adarma ragaya kiyala mewa samajagatha karanna epa,negative,youtube,AO4xSjleAOM,,,
3263,matath ohoma yaluwek hitiya kellek wage katha karanne api danne ne eya ehema kenek kiyala,negative,youtube,AO4xSjleAOM,,,
3264,appiriyai yako shik thopi manasika leddu mewata hodai kiyna un ennawane,negative,youtube,AO4xSjleAOM,,,
3265,appo me wage sakkile jatiyak kohiwat natuwa ati ratat kanawa jatiya kanawa,negative,youtube,AO4xSjleAOM,,,
3266,oba depalata ape unusum suba pathum,positive,youtube,AO4xSjleAOM,,,
3267,දරුවන් ගේ ප්රශ්න තේරුම් අරන් සරලව විසදුම් ලබාදෙනවනම් අද සමාජයේ දකින්න තියෙන අපචාර වලට ලොකු විසදුමක් වේවී god bless both,positive,youtube,AO4xSjleAOM,,,
3268,මගේ යාලුවෙකුත් විවාහ වෙලා divorce une mehema hethuwak nisa,neutral,youtube,AO4xSjleAOM,,,
3269,apita akma ak awsthawai thiyennea mohotha api ape jiwithe sathutin gewnna hoda kenk wagema adren jiwth wenna puluwan kenk hoygnna oni,positive,youtube,AO4xSjleAOM,,,
3270,මේකෙ කිසි අවුලක් මට නම් නැ මෙ වගෙ මැරෙජ් ඔනෙ තරම් තීනවා i like it,positive,youtube,AO4xSjleAOM,,,
3271,asammata kiyanna oni nahe hinayana wada bad,negative,youtube,AO4xSjleAOM,,,
3272,aththatama ලැජ්ජ thithenwa,negative,youtube,AO4xSjleAOM,,,
3273,aathma ganak pathagena apu adarayak me athmedith mona widiyakin hari ekathu wela adare karanawa,positive,youtube,AO4xSjleAOM,,,
3274,jeewite windimata risiseida demu eyai minisathkam depalata subapathum,positive,youtube,AO4xSjleAOM,,,
3275,eka eyalage akushala karmayak misk wena kishiwak nowe budun darmaya deshana kale buddimarhunta misha modainta neme,negative,youtube,AO4xSjleAOM,,,
3276,kauru hari mathawadiyek awith thamage mathe hari kiyala kiyana ekane methana wenne,neutral,youtube,AO4xSjleAOM,,,
3277,salli thiyena minissu nisa oyalage demaupiyantath oyawage dewal ganak nathiwa ethi,neutral,youtube,AO4xSjleAOM,,,
3278,ane hari shook adara kathawak,positive,youtube,AO4xSjleAOM,,,
3279,මෙතන හැමෝම මහා පඩි comments දැම්මට ඔය seen 1 තමන්ගේ කෙනෙක්ට උනාම තමයි බලන්න ඕනේ,negative,youtube,AO4xSjleAOM,,,
3280,meyalage wedding eke link eka danawada konara ayye,neutral,youtube,AO4xSjleAOM,,,
3281,ane ponna hathta prasidda nokarawath inna barida,negative,youtube,AO4xSjleAOM,,,
3282,oyalage jeewithe oyala kamathi widihata gewanna oyalata ayithiya tyenawa me moda minissu kiyana dewal ganan ganna epa,positive,youtube,AO4xSjleAOM,,,
3283,ආදරේට කොයින්ද සීමා ඇයි male female ඇත්තෙන්ම හරිම ලස්සන බුද්ධිමත් මිනිස්සු congratulations both of you,positive,youtube,AO4xSjleAOM,,,
3284,ලෝකේ ඔහොම ewaona taram teyenawa ලංකාවට owa etaram watenne naa කොහොම වුනත් edepalata good luck jesu pihetay,positive,youtube,AO4xSjleAOM,,,
3285,aragale nawaththala dan samanallu hoyanawada gonara kalakanniya,negative,youtube,AO4xSjleAOM,,,
3286,bl series pissuwen wage balanna mama,neutral,youtube,AO4xSjleAOM,,,
3287,ubala dena pirimi newei deiyo men and women merry keranta kiyala thiyene ei kiyala oyala balapiyo puka thewala wei,negative,youtube,AO4xSjleAOM,,,
3288,මුන් දෙන්නත් පොන්නයො me video එක කරපු එකා අමු පොන්නයෙක් uk ම හිටියනන් අපිට කිසිම ප්රශ්න යක් නැ,negative,youtube,AO4xSjleAOM,,,
3289,ලැබිලා තියෙන කෙටී කාලේ හිතේ සතුටින් ජීවත් වෙන මිනිස්සූ congratulations both of you,positive,youtube,AO4xSjleAOM,,,
3290,adare kiyanne mokadda ahenakotath appiriyai jarawa thu vitaka,negative,youtube,AO4xSjleAOM,,,
3291,lankawa kannatuwa engalante giya nam hodai wal ballo,negative,youtube,AO4xSjleAOM,,,
3292,mama name avankavama e ayata duba pathanava oka ledak vath durvsla kamak vath nevei,positive,youtube,AO4xSjleAOM,,,
3293,කාන්තාවක් badapu මිනිස්සු මෙවැනි deval පිරිමි පිරිමි biridata හොරෙන් karagana යනවා,negative,youtube,AO4xSjleAOM,,,
3294,දැන් inna genu marry karanawata wada hodai mehema,positive,youtube,AO4xSjleAOM,,,
3295,ane konaara mewage ponnayo genalla oyage channel eka pacha karaganna epa,negative,youtube,AO4xSjleAOM,,,
3296,adarma ragaya loke pathurawana me wage utube channel krna minissun ta yanna wenama apayk tynw,negative,youtube,AO4xSjleAOM,,,
3297,meke dekkoth huththo mata ganin cl ekak,negative,youtube,AO4xSjleAOM,,,
3298,ubata huththo api monawa hari deyak kiyanna cl gaththama ube hena loku kama,negative,youtube,AO4xSjleAOM,,,
3299,harima lassana adara kathawak dakiddit asai congratulations,positive,youtube,AO4xSjleAOM,,,
3300,mea aeun kollo kanna behepu aeun mun aet aekama samalingikayo mamath galle ape game nama vinasa karanna epa,negative,youtube,AO4xSjleAOM,,,
3301,දෙන්නම හරිම කඩවසම් good for you guys,positive,youtube,AO4xSjleAOM,,,
3302,me wage narakaji video danna epa meka baudda ratak,negative,youtube,AO4xSjleAOM,,,
3303,me dala thiyana comments walinma penawa budu hamuduruwo deshana karapu adarma ragaya kochchara balawath wegana da enne kiyala,negative,youtube,AO4xSjleAOM,,,
3304,ahh knara ponnaya alagalen hamba kala athi da ammata hukana kariya,negative,youtube,AO4xSjleAOM,,,
3305,mepamana ugath ayath me wage tirana ara gannakota anik aya nosalena mama oyala dennata godak asirwada karanawa,positive,youtube,AO4xSjleAOM,,,
3306,congratulations දෙන්නට ම,positive,youtube,AO4xSjleAOM,,,
3307,honda welawata ape agamikanayakayanta me mola pihituwe naththe saththu meeta wada hodai,negative,youtube,AO4xSjleAOM,,,
3308,ow dan janagahanayath wadi kanna bonnath ada rate amarui isthri lama dushana wadi,negative,youtube,AO4xSjleAOM,,,
3309,ane manda pawu mona kiyannada budu bana asiya yuthui oba depalata thurunuvan saranai,positive,youtube,AO4xSjleAOM,,,
3310,ane manda adare rakawaranaya athi ath kawadawath daruwan hadanna bane,negative,youtube,AO4xSjleAOM,,,
3311,oya dennata suba petham jaya wewa,positive,youtube,AO4xSjleAOM,,,
3312,ice cream kanna watalappan kanna mekaath e wage thamai eka eka pudgalayage kemaththa,neutral,youtube,AO4xSjleAOM,,,
3313,sex fetishism thiyena aya genath saadaranawa hithanna ooni legal marriage ekak nokara living together inna aya innawa,neutral,youtube,AO4xSjleAOM,,,
3314,haritha specially mama oyage amma thaththa sahodarayo dennata godak garu karanawa oya dennatath suba anagathayak weva,positive,youtube,AO4xSjleAOM,,,
3315,oya denna hmdama adaren enna mgen suba pathum,positive,youtube,AO4xSjleAOM,,,
3316,api ta daiwaya dena deta api muhuna denna one api ekata pitu paala jeewath wenawata wada aththata muhuna dena eka thamai wenna one,neutral,youtube,AO4xSjleAOM,,,
3317,anyway sathutui oba gana congratulations both of you,positive,youtube,AO4xSjleAOM,,,
3318,davege honda adare hitenawa,positive,youtube,AO4xSjleAOM,,,
3319,arithawa contact kara ganne kohomada matath advise ekak ganna thiyanawa,neutral,youtube,AO4xSjleAOM,,,
3320,hmmm oyaala denna kochchara karunaawanthaida eththatama godak sathutui,positive,youtube,AO4xSjleAOM,,,
3321,oya wage kenekuta hodai hari pirimiyek mewa karanne na,negative,youtube,AO4xSjleAOM,,,
3322,sinhala jathiya nathi karanna hadanne mewa daanna epa,negative,youtube,AO4xSjleAOM,,,
3323,mewa ape rate sidu unu dewal nemei mewa ape ayata purudu karanna epa,negative,youtube,AO4xSjleAOM,,,
3324,mata thiyena prashne saththuntath oya samarisila kiyana ewa danne nadda,negative,youtube,AO4xSjleAOM,,,
3325,owa asammatayan yaluwa owa samaja gatha karanna epaowa balala tawat aya nomaga yana ekai wenne,negative,youtube,AO4xSjleAOM,,,
3326,hitata danuna adare hamadama tiyai eka asammata unath budu sarani,positive,youtube,AO4xSjleAOM,,,
3327,konara plz oyage no eka danna oya no 1,neutral,youtube,AO4xSjleAOM,,,
3328,oyata meka 18 klla danna thibba lamaige oluwata meka giyama awl,negative,youtube,AO4xSjleAOM,,,
3329,hithata ekagawa jiwath wenda kawadawath samajeta wada wadagath thamange sathutai bn,positive,youtube,AO4xSjleAOM,,,
3330,ආදරේ male female beda na oyala kathawa godak adarshayak good bless,positive,youtube,AO4xSjleAOM,,,
3331,dihani akkage katawa sampurna aththa budu saranai oyalata adarai godak,positive,youtube,pERNTg7nujA,,,
3332,aththatama me kiyana kathawa hari ewagema thamai awurudu charithra yatathe wisheshayenma pirimi parshawaya math pan panaya kala yuthui kiyala sirithakuyh na wahama ewatath me wage hada naganna one,neutral,youtube,pERNTg7nujA,,,
3333,chandimal kiyanne rata kana pissek samawa witharak illala hari yanne ne daduwam denna one,negative,youtube,pERNTg7nujA,,,
3334,dilhani api oba samagai me chdimal kiyana narumaya monwda me karanne,negative,youtube,pERNTg7nujA,,,
3335,aiyeee spree sinhala gaaanuuu tharam thanee eliyataaa dagenaysnaa wenathh jathiuak meee,neutral,youtube,pERNTg7nujA,,,
3336,mama muslim sinhala aluth avrudda mekalei rabaan naadaahannavath nei unshile padinna kattiyath nei issarakaalei sinhala avrudda thamai hoda then okkoma venasvelaneida,negative,youtube,pERNTg7nujA,,,
3337,suda ayye hoda wadak meka,positive,youtube,pERNTg7nujA,,,
3338,obe uthsahaya agaya karanawajaya wewa,positive,youtube,pERNTg7nujA,,,
3339,cm macara salli kohmda hoyala balanna suda aeya,neutral,youtube,pERNTg7nujA,,,
3340,me kalakaniape podi lamaige anagathaya vinasa karanawa munta neethiya kriyathmaka kala ythumai,negative,youtube,pERNTg7nujA,,,
3341,oua ponnayata nithiyata genn onikalaknnilankawata atthatama shapayak,negative,youtube,pERNTg7nujA,,,
3342,athule karanawanam ai video karala eliyata damme mugen vishala karadarayak unane,negative,youtube,pERNTg7nujA,,,
3343,ane suda hoda miniha hoda miniha kiyanna epa oya chandimal ponnayata,negative,youtube,pERNTg7nujA,,,
3344,dilhani mahathmiya kawadath ratata adare kanthawakadarei oba thumiyata,positive,youtube,pERNTg7nujA,,,
3345,unge ammalata ballo gahapuwama hambauna lamai thamai oyakatha karanna deyak ne oke,negative,youtube,pERNTg7nujA,,,
3346,ayttamai mala vikara unge ida denna aepa stuti suda dilhaani,negative,youtube,pERNTg7nujA,,,
3347,oya kalakanni pirimi gaanu depirisama demavpiyo ekkavath nidi karanna baya nadda,negative,youtube,pERNTg7nujA,,,
3348,canidmal hoda i nam pau oyla kiya gahanna natuwa manasika doctor kanakuta panwanna mokada labana aurudda otana kawanna na,neutral,youtube,pERNTg7nujA,,,
3349,suda iye anivaryenma meka nawaththanna ona ape genenu lamai melowe watinama wasthu a ay mewage pavichchi karana eka anthima narakai,negative,youtube,pERNTg7nujA,,,
3350,owa nisa ada samajayater wela theyena balanna heluwen natanawa adekale dewal munamathakarala,negative,youtube,pERNTg7nujA,,,
3351,charithayak vidihata awurudu uthsawa ganu minissu sex karana hatith balaganna puluwan a tharam asahana kaarayo inne,negative,youtube,pERNTg7nujA,,,
3352,chandimal karanne agenda ekak western countries vala piumith ooke eka kotasak western countries valata oone ratawal vala thiyana culture eka destroy karanawa,negative,youtube,pERNTg7nujA,,,
3353,suda oyath nalawanna epa,negative,youtube,pERNTg7nujA,,,
3354,cultural amathi sunil senavi buddhagame nemekonda pana nathi case ekak ekai culture ekata hena gahala thiyenne,negative,youtube,pERNTg7nujA,,,
3355,chandimal kiyanne ponnayek nagin nathi uta wada ponnyo uge mewata yana un untai kelawanna ona,negative,youtube,pERNTg7nujA,,,
3356,ma asahan kara pissata nithiyak naddamaya yawanna angoda,negative,youtube,pERNTg7nujA,,,
3357,mewata kriyamaarga gatha yuthui thawa issarahata mun prasidhdhiye anith deeth karai harima asikkithai,negative,youtube,pERNTg7nujA,,,
3358,eelaga awruddak kiyawanne mae awrudde nawattanna tibbane baila gahanne wade kalata passe,negative,youtube,pERNTg7nujA,,,
3359,dilhani akke oya hithanawa wage gam wala lamai ne naluniliyange thamai inna jathiyak jammayak nithi eun game inna hodata hedichcha lamai manda,negative,youtube,pERNTg7nujA,,,
3360,mr suda mama oyage deshapalanayath ekka na hebai me wage sanskruthiyata nogalapena dewal rate wena eka gana katha karanawata respect,positive,youtube,pERNTg7nujA,,,
3361,balako munta udaw karana ayata lassanata katha karana heti kunuharapa nokiya,neutral,youtube,pERNTg7nujA,,,
3362,sudata mama poddak wath kamathi nam eth onna ada ekata video eke katha bahata kamathe oya wage dewal rate wahama nathara kara uthui,positive,youtube,pERNTg7nujA,,,
3363,lankawe lamainta kudu po wala vinasa karana oya ponnayaanthimata rate sanskruthiyath vihuluwata gatta,negative,youtube,pERNTg7nujA,,,
3364,suda bro chandimalwa atta dekken ellanawa gall face ground ekkay chandimal ponnayek,negative,youtube,pERNTg7nujA,,,
3365,munta denma daduwam denna one kalin hema deekatama keegahana kuhakayoo,negative,youtube,pERNTg7nujA,,,
3366,giya gamnath oya wageamai karanawa dakka,neutral,youtube,pERNTg7nujA,,,
3367,asahanayata owa karata ai ganu yanne oyala denna hari de kiyanne aththatama hari lajjai neda,negative,youtube,pERNTg7nujA,,,
3368,oya salonkarayata viruddawa neethimaya kriyamarga ganna sanskruthiya vinasa karanawata thanks mr suda,positive,youtube,pERNTg7nujA,,,
3369,harima wedagath vidiyowak godak pin jesu pihitai,positive,youtube,AVWGTYHH1_I,,,
3370,did oil ගත්තම හරිම අමාරැයි ඇයි ඒ,negative,youtube,AVWGTYHH1_I,,,
3371,harima wedagath vidiyowak doktage pehedili kirima bohoma agei,positive,youtube,AVWGTYHH1_I,,,
3372,harima wedagath thanks pin,positive,youtube,AVWGTYHH1_I,,,
3373,aiyooo omaga 3 kawa wanna මොන wada apa sariraya g bay,negative,youtube,AVWGTYHH1_I,,,
3374,ana mis awasya da pahadili karannako omega 3 kawa wannamona da wal da ait vitamin walata yanna epa,neutral,youtube,AVWGTYHH1_I,,,
3375,vitamin d level adu kiye idalada range eka kohomada mage 252 thiyenne,neutral,youtube,AVWGTYHH1_I,,,
3376,dr plz mata kiyanna omega 3 fish oil hondama brand eka,neutral,youtube,AVWGTYHH1_I,,,
3377,ega niravaranaya nokara gannava nam vitamin d kalu edumak endoth kalu edumata uraganna sambahavaya vedi kiyanava nee da doctor,neutral,youtube,AVWGTYHH1_I,,,
3378,dr dexa scan එකක් කරන්න කිවා මමඅමිමා කෙනෙක් dr danusk appuhami මට d vitamins 1000ගන්නකිවා තව saduadata thavvitamin පෙත්තක් ගන්නවා මට දනස්ආමාරැව විටමින් නැතිලු,neutral,youtube,AVWGTYHH1_I,,,
3379,methek happy hodama weda satahana vitamins gana sthuthiii oba depalatama,positive,youtube,AVWGTYHH1_I,,,
3380,ane oba depalatama godak pin godak nodanna dewal denagaththa dr 1000mgx 2 k gaththata kamak nedda 2000mg wenuwata theruwan saranai,positive,youtube,AVWGTYHH1_I,,,
3381,harima wadagath wadasatahanak thanks oba depalatama,positive,youtube,AVWGTYHH1_I,,,
3382,attatama harimaprayojanawath wadasatahanak ane mis oyata godak pin mawani wadasatahanak karpu eka gana vitamin d gana danagannama tama mama hitiye,positive,youtube,AVWGTYHH1_I,,,
3383,harima wtina interview ekak thank you both of you,positive,youtube,AVWGTYHH1_I,,,
3384,kiri piti apata bonna hodada ndda mewa beewama pilika hadenawada danuawt karanna,neutral,youtube,AVWGTYHH1_I,,,
3385,godakma sthuthiy misstath doctortath vitamin k2 saha magnesium vit d gannakota ganna onedae ganath kiyala denawada doctor,positive,youtube,AVWGTYHH1_I,,,
3386,ape meeratawala auwa tibnata gewal atule thma inne itin auwata yawrnnenaa pitarata inna apita attatama vitamn dnatiwa ati,neutral,youtube,AVWGTYHH1_I,,,
3387,covid vacancies eken passe mata godak aturu abada awa cholesterol highbp joint pin tin man dan gannawa omega 3 fish oil vitamins c1000 magnicium400,neutral,youtube,AVWGTYHH1_I,,,
3388,fish oil hoda brand monawada dr,neutral,youtube,AVWGTYHH1_I,,,
3389,doctorta wagema anoma anty oyatath theruwan saranai me wage thawa wedasatahan karanna shakthiya dahirya labewa,positive,youtube,AVWGTYHH1_I,,,
3390,harima hoda wadasatanak,positive,youtube,AVWGTYHH1_I,,,
3391,me dokta munagahennakohomada,neutral,youtube,AVWGTYHH1_I,,,
3392,thanks අනෝමා මට හිනාත් ගියා dr කියන කොට මගේ දුවත් ඉන්නෙ nz මමත් ළඟදි එහේ ගියා,positive,youtube,AVWGTYHH1_I,,,
3393,thank you doctor godak watinawa adahas walata,positive,youtube,AVWGTYHH1_I,,,
3394,vitamin d test eka asiri centreline branch wala kranawa price ru 13800 mama kka nisa mana danawa,neutral,youtube,AVWGTYHH1_I,,,
3395,godak watina wadasatahanak oyala dennatama thank you so much,positive,youtube,AVWGTYHH1_I,,,
3396,oyala dedenatama ගොඩක් ස්තුතියි hugak de dana gaththa atorvastatin bona aya vitamin d ganna epa da,positive,youtube,AVWGTYHH1_I,,,
3397,thank you දෙපලට දියවැඩියාව අවුරුදු 20ක් විතර වෙනවා මට මොකද්ද ගන්න හොඳ විටමින් එක,neutral,youtube,AVWGTYHH1_I,,,
3398,mata wayasa aw61 d vitamin 2000fish oil magneesium ganna hodhada,neutral,youtube,AVWGTYHH1_I,,,
3399,thanks drthanks miss anomamata danganna puluwanda fish oil witamin dgaddi malti witamin ekak gaththata kamak nadda,positive,youtube,AVWGTYHH1_I,,,
3400,doctor omega 3 ganna වයස kohomada taruna ayata hoda nadda,neutral,youtube,AVWGTYHH1_I,,,
3401,godak hodata pahadili kara goodak hoda program ekak fish oil kohomada dawasata ganna oney,positive,youtube,AVWGTYHH1_I,,,
3402,bohoma sthuthie miss mawage dewal kiya dena aya adoi godak sthuthie god bless you,positive,youtube,AVWGTYHH1_I,,,
3403,thanks alot ms anoma and doctor for sharing your knowledge,positive,youtube,AVWGTYHH1_I,,,
3404,thank you anoma oyata මේ වැඩසටහන කරාට ගොඩාක් දේවල් දෑනගත්තා,positive,youtube,AVWGTYHH1_I,,,
3405,bohoma isthuthi doctor subas and anoma nige oba depalata budu sarani,positive,youtube,AVWGTYHH1_I,,,
3406,if you got vit d at night affect your melatonin secretion,neutral,youtube,AVWGTYHH1_I,,,
3407,ada programe eka e tharam watinavadoctor mata fish oil gatthama headeke enawa,neutral,youtube,AVWGTYHH1_I,,,
3408,hoda vitamin d monawada kohenda gunna thyenne,neutral,youtube,AVWGTYHH1_I,,,
3409,thank your vedio එක ආසවෙන් බැලුවා,positive,youtube,AVWGTYHH1_I,,,
3410,adeh ada daraz eke process eka dala thiyenawa thamx,positive,youtube,EuhGniUvFSQ,,,
3411,අයියේ aliexpress kesal lella eror ekata mona karath wedak na visadumak kiyannako,negative,youtube,EuhGniUvFSQ,,,
3412,aliexpress rs 3 video ekak dannako,neutral,youtube,EuhGniUvFSQ,,,
3413,akki meke free delivery kiyala thibunath delivery charge gannawada plz reply,neutral,youtube,JVwsEeABz4o,,,
3414,akke any 3 eken order karama oyata ewa enna godak kal giyada man 26 demma order ekakthama awe nane,neutral,youtube,JVwsEeABz4o,,,
3415,daraz kiyanna kadyak newe gobbayo mage nan illapu gaman puluwan ikmanata refund denawa,positive,youtube,MP95e4U33SI,,,
3416,mamath daraz eken order karanawa hemadama wage ekakwath weradiyat awe na,positive,youtube,MP95e4U33SI,,,
3417,mama oder karapu de hariyata tibba,positive,youtube,MP95e4U33SI,,,
3418,pachayo boru kiyannepa tho maha moodayek camara wak tiyana phone ekak buuruwekta hamba unama mehema thama,negative,youtube,MP95e4U33SI,,,
3419,daraz company ekata baninna epa mama godak kal badu gennala thiyenawa kisima awulak na,positive,youtube,MP95e4U33SI,,,
3420,orders 3 na ma boru daraz kiyanne patta horu,negative,youtube,MP95e4U33SI,,,
3421,muta pissu ban mole,negative,youtube,MP95e4U33SI,,,
3422,koombiyo eketh inne ftt horu badu ehata enawa eth ethanin denne nemi,negative,youtube,MP95e4U33SI,,,
3423,mama danata order 59k dala thiynwa daraz eken 100k hodai service eka,positive,youtube,MP95e4U33SI,,,
3424,daraz eka danaganna epai hoda sellersla thiyaganna anik minissunta hoda items denawa nathi ayata balanna one,neutral,youtube,MP95e4U33SI,,,
3425,me ubata wage mol na video karala youtube danna tharam amaruwak na daraz eka apita vishvasai,positive,youtube,MP95e4U33SI,,,
3426,mama nam hithanne daraz ehema naha,positive,youtube,MP95e4U33SI,,,
3427,sira kathawa math wuna ohoma sin ekak daraz eken,neutral,youtube,MP95e4U33SI,,,
3428,boruvata anunta baina epa mama daraz eken ona tharam order karala thiyenawa ehema vellama na,positive,youtube,MP95e4U33SI,,,
3429,mama order karapu ewa kawadawath waradi wela na reviews balala dammama hoda item enawa,positive,youtube,MP95e4U33SI,,,
3430,hutto waradimak unath unata baina epa daraz dan hoda company ekak mama order danawa,positive,youtube,MP95e4U33SI,,,
3431,aeththa ayiye mage baduwath wedane,negative,youtube,MP95e4U33SI,,,
3432,phone ekak thibbata vedio karala danna epa order eka hariyata danna ona,negative,youtube,MP95e4U33SI,,,
3433,awrudu ganak daraz eken badu gattata kisi awlk na,positive,youtube,MP95e4U33SI,,,
3434,daraz harima hodi dota hariyata order danna therun nathi bunama,positive,youtube,MP95e4U33SI,,,
3435,e delivery company eke aya duty karanne delivery karana eka witharai return dammama hari,neutral,youtube,MP95e4U33SI,,,
3436,boru kiyanna epa math order karanne daraz eken,positive,youtube,MP95e4U33SI,,,
3437,munta hariyata order danna beri un mama nam kawadawath waradi order awe na daraz hoda app ekak,positive,youtube,MP95e4U33SI,,,
3438,yakoo daraz eken karanne delivery eka witharai sellers lata kiyanna one,neutral,youtube,MP95e4U33SI,,,
3439,apith daraz eken badu order karanawa kisima waradak wela na,positive,youtube,MP95e4U33SI,,,
3440,ratings bala order danna aul nam refund ganna puluwan,neutral,youtube,MP95e4U33SI,,,
3441,daraz eken power bank gaththa man kedila return kara sallith ne baduth ne patta hora,negative,youtube,MP95e4U33SI,,,
3442,dan daraz contact karanna ba no refund cant contact seller,negative,youtube,MP95e4U33SI,,,
3443,customer responsibility ekak hari seller kenek thoraganna reviews balala,neutral,youtube,MP95e4U33SI,,,
3444,ungke lokku kamath balanna one mamat revatuna bro,negative,youtube,MP95e4U33SI,,,
3445,ubata pissuda daraz superi,positive,youtube,MP95e4U33SI,,,
3446,order karapu item eka stock nathi nisa call karala ahala wenas item ekak ewanna kiyala,positive,youtube,MP95e4U33SI,,,
3447,social media tibba paliyata ube moda kam pennanna epa daraz kiyanne sellers buyers ekathu karana platform ekak,neutral,youtube,MP95e4U33SI,,,
3448,daraz hodai mama kochchara kaleka idan da order karanne,positive,youtube,MP95e4U33SI,,,
3449,daraz eken order karana ewa enawa godak hodai,positive,youtube,MP95e4U33SI,,,
3450,aiy borune kiyanne mama adath order ekak damma daraz good,positive,youtube,MP95e4U33SI,,,
3451,daraz eken oders danawa kisima awulak na,positive,youtube,MP95e4U33SI,,,
3452,daraz ekata banala wedak na sellers la thamai damage badu ewanne,neutral,youtube,MP95e4U33SI,,,
3453,thota pissuda daraz eken mama godak dewal order karala thiyenawa,positive,youtube,MP95e4U33SI,,,
3454,daraz eke sellers la hariyata check karanna one hoda saha naraka innawa,neutral,youtube,MP95e4U33SI,,,
3455,daraz hodai mama badu thunak order kara kisima awulak na,positive,youtube,MP95e4U33SI,,,
3456,mama order karapu item ekata wena deyak awa,negative,youtube,MP95e4U33SI,,,
3457,apith genna gaththa me kitanne boru,negative,youtube,MP95e4U33SI,,,
3458,mama godak badu gaththa okkoma hoda tibba,positive,youtube,MP95e4U33SI,,,
3459,boru kiyanna epa,negative,youtube,MP95e4U33SI,,,
3460,daraz mama online order karala thiyenawa kisima awulak na,positive,youtube,MP95e4U33SI,,,
3461,sampoorna aththa mamath mattu una daraz boru karayo,negative,youtube,MP95e4U33SI,,,
3462,boru daraz hodai oyalata pissu,positive,youtube,MP95e4U33SI,,,
3463,daraz eken order karana ewa enawa refunduth karanawa,positive,youtube,MP95e4U33SI,,,
3464,mn iphone 12 eka gaththe daraz eken aulak na,positive,youtube,MP95e4U33SI,,,
3465,boruwata baninna epa daraz hodai mn order 90k dala thiye,positive,youtube,MP95e4U33SI,,,
3466,boru danna epa daraz is good,positive,youtube,MP95e4U33SI,,,
3467,sellers la horu unath daraz pali ne,neutral,youtube,MP95e4U33SI,,,
3468,api mechchara daraz eken ganna kisima awulak na,positive,youtube,MP95e4U33SI,,,
3469,pissek ban daraz eken hariyata badu ewanawa refunduth karanawa,positive,youtube,MP95e4U33SI,,,
3470,me boruwa eka daraz nemei order kara 2 days parcel awa original,positive,youtube,MP95e4U33SI,,,
3471,order okkoma awa daraz ela,positive,youtube,MP95e4U33SI,,,
3472,daraz ekata baninna epa moda ponnaya items ewanne sellers la,neutral,youtube,MP95e4U33SI,,,
3473,hariyatama kiyanna oya company eka daraz da,neutral,youtube,MP95e4U33SI,,,
3474,mama danuth order ekak dala thiyenne daraz good,positive,youtube,MP95e4U33SI,,,
3475,boru kiyanna epa mama eye order ekak genava hodata tibba,positive,youtube,MP95e4U33SI,,,
3476,daraz kiyanne courier ekak wenama stores thiyenawa boru danna epa,neutral,youtube,MP95e4U33SI,,,
3477,mama awurudu dekak badu gennanne daraz supiri,positive,youtube,MP95e4U33SI,,,
3478,daraz ekken newei oya wena company ekak,neutral,youtube,MP95e4U33SI,,,
3479,mama daraz eken lazor torch 6k order kala ewa lassanata packing karala awa daraz service hodai,positive,youtube,MP95e4U33SI,,,
3480,ane me huttho daraz eke badu hodai,positive,youtube,MP95e4U33SI,,,
3481,anee ithin ogollo rich ganna hako ithin daraz supiri,positive,youtube,MP95e4U33SI,,,
3482,math aurudu ganak daraz eken badu gannawa riderslata baninna epa rating balala order danna,positive,youtube,MP95e4U33SI,,,
3483,nikan pacha kiyanna epa daraz good,positive,youtube,MP95e4U33SI,,,
3484,ehema naha mamath daraz eken thamai genna ganne,positive,youtube,MP95e4U33SI,,,
